Class;Organism ;KM Value
3.4.23.20;Penicillium janthinellum;0.74
3.4.23.20;Penicillium janthinellum;0.75
3.4.23.20;Penicillium janthinellum;0.77
3.4.23.20;Penicillium janthinellum;0.8
3.4.23.20;Penicillium janthinellum;0.8
3.4.23.20;Penicillium janthinellum;0.83
3.4.23.20;Penicillium janthinellum;0.83
3.4.23.22;Cryphonectria parasitica;0.0016
3.4.23.24;Candida parapsilosis;0.00113
3.4.23.24;Candida parapsilosis;0.0028
3.4.23.25;Saccharomyces cerevisiae;0.00607
3.4.23.25;Saccharomyces cerevisiae;0.00618
3.4.23.25;Saccharomyces cerevisiae;0.01
3.4.23.25;Saccharomyces cerevisiae;0.012
3.4.23.25;Saccharomyces cerevisiae;0.012
3.4.23.25;Saccharomyces cerevisiae;0.014
3.4.23.25;Saccharomyces cerevisiae;0.015
3.4.23.25;Saccharomyces cerevisiae;0.015
3.4.23.25;Saccharomyces cerevisiae;0.017
3.4.23.25;Saccharomyces cerevisiae;0.017
3.4.23.25;Saccharomyces cerevisiae;0.017
3.4.23.25;Saccharomyces cerevisiae;0.0181
3.4.23.25;Saccharomyces cerevisiae;0.019
3.4.23.25;Saccharomyces cerevisiae;0.02
3.4.23.25;Saccharomyces cerevisiae;0.02
3.4.23.25;Saccharomyces cerevisiae;0.024
3.4.23.25;Saccharomyces cerevisiae;0.026
3.4.23.25;Saccharomyces cerevisiae;0.028
3.4.23.25;Saccharomyces cerevisiae;0.028
3.4.23.25;Saccharomyces cerevisiae;0.03
3.4.23.25;Saccharomyces cerevisiae;0.031
3.4.23.25;Saccharomyces cerevisiae;0.033
3.4.23.25;Saccharomyces cerevisiae;0.037
3.4.23.25;Saccharomyces cerevisiae;0.037
3.4.23.25;Saccharomyces cerevisiae;0.038
3.4.23.25;Saccharomyces cerevisiae;0.0393
3.4.23.25;Saccharomyces cerevisiae;0.042
3.4.23.25;Saccharomyces cerevisiae;0.068
3.4.23.25;Saccharomyces cerevisiae;0.073
3.4.23.25;Saccharomyces cerevisiae;0.094
3.4.23.25;Saccharomyces cerevisiae;0.095
3.4.23.25;Saccharomyces cerevisiae;0.097
3.4.23.25;Saccharomyces cerevisiae;0.126
3.4.23.25;Saccharomyces cerevisiae;0.25
3.4.23.31;Scytalidium lignicola;0.5
3.4.23.31;Scytalidium lignicola;1
3.4.23.34;Rattus norvegicus;1.27
3.4.23.34;Rattus norvegicus;1.31
3.4.23.34;Rattus norvegicus;1.91
3.4.23.36;Escherichia coli;0.006
3.4.23.40;Cynara cardunculus var. scolymus;0.07
3.4.23.40;Cynara cardunculus;0.081
3.4.23.40;Cynara cardunculus;0.081
3.4.23.40;Cynara cardunculus;0.108
3.4.23.40;Cynara cardunculus;0.108
3.4.23.40;Cynara cardunculus;0.11
3.4.23.40;Cynara cardunculus;0.11
3.4.23.40;Cynara cardunculus;0.3
3.4.23.40;Cynara cardunculus;0.64
3.4.23.40;Cynara cardunculus;0.64
3.4.23.43;Pseudomonas aeruginosa;0.65
3.4.23.47;Human immunodeficiency virus 2;0.16
3.4.23.47;Human immunodeficiency virus 2;0.74
3.4.23.47;Human immunodeficiency virus 2;0.95
3.4.23.49;Phanerochaete chrysosporium;0.00012
3.4.23.49;Phanerochaete chrysosporium;0.00024
3.4.23.49;Phanerochaete chrysosporium;0.0003
3.4.23.49;Phanerochaete chrysosporium;0.00043
3.4.23.49;Phanerochaete chrysosporium;0.00064
3.4.23.49;Escherichia coli;0.008
3.4.23.49;Escherichia coli;0.012
3.4.23.49;Escherichia coli;0.023
3.4.23.49;Escherichia coli;0.032
3.4.23.49;Escherichia coli;0.055
3.4.23.49;Escherichia coli;0.057
3.4.23.49;Escherichia coli;0.059
3.4.23.49;Escherichia coli;0.11
3.4.23.49;Escherichia coli;0.11
3.4.23.49;Escherichia coli;0.11
3.4.23.49;Escherichia coli;0.15
3.4.23.49;Escherichia coli;0.16
3.4.23.49;Escherichia coli;0.19
3.4.23.49;Escherichia coli;0.216
3.4.23.49;Escherichia coli;0.24
3.4.23.49;Escherichia coli;0.35
3.4.23.49;Escherichia coli;0.41
3.4.23.49;Escherichia coli;0.478
3.4.23.49;Escherichia coli;0.72
3.4.23.49;Escherichia coli;0.74
3.4.24.B2;Geobacillus thermoleovorans;0.00217
3.4.24.B2;Geobacillus thermoleovorans;0.00217
3.4.24.B2;Bacillus amyloliquefaciens;0.0992
3.4.24.3;Clostridium tetani;0.97
3.4.24.3;Vibrio parahaemolyticus;1.06
3.4.24.3;Clostridium tetani;1.24
3.4.24.B4;Mus musculus;0.00584
3.4.24.11;Lactococcus lactis;0.0004
3.4.24.11;Lactococcus lactis;0.0018
3.4.24.11;Lactococcus lactis;0.0028
3.4.24.11;Lactococcus lactis;0.005
3.4.24.11;Lactococcus lactis;0.00654
3.4.24.11;Lactococcus lactis;0.0082
3.4.24.11;Lactococcus lactis;0.01
3.4.24.11;Lactococcus lactis;0.01
3.4.24.11;Lactococcus lactis;0.025
3.4.24.11;Lactococcus lactis;0.035
3.4.24.11;Lactococcus lactis;0.04
3.4.24.11;Lactococcus lactis;0.1
3.4.24.11;Lactococcus lactis;0.135
3.4.24.11;Lactococcus lactis;0.2
3.4.24.11;Lactococcus lactis;0.298
3.4.24.11;Lactococcus lactis;0.41
3.4.24.11;Lactococcus lactis;0.612
3.4.24.15;Geobacillus sp.;0.0082
3.4.24.15;Gallus gallus;0.0123
3.4.24.15;Gallus gallus;0.0137
3.4.24.B16;Pseudomonas aeruginosa;0.1
3.4.24.17;Homo sapiens;0.27
3.4.24.17;Escherichia coli;0.395
3.4.24.17;Homo sapiens;0.9
3.4.24.17;Homo sapiens;1.4
3.4.24.18;Mus musculus;0.116
3.4.24.18;Mus musculus;0.118
3.4.24.18;Mus musculus;0.12
3.4.24.18;Mus musculus;0.174
3.4.24.18;Mus musculus;0.182
3.4.24.18;Mus musculus;0.183
3.4.24.18;Mus musculus;0.22
3.4.24.18;Mus musculus;0.226
3.4.24.18;Mus musculus;0.29
3.4.24.18;Mus musculus;0.296
3.4.24.18;Mus musculus;0.331
3.4.24.18;Mus musculus;0.402
3.4.24.18;Mus musculus;1.22
3.4.24.18;Mus musculus;1.38
3.4.24.18;Mus musculus;2.46
3.4.24.20;Grifola frondosa;0.0088
3.4.24.20;Grifola frondosa;0.0111
3.4.24.20;Grifola frondosa;0.0114
3.4.24.20;Grifola frondosa;0.0116
3.4.24.20;Grifola frondosa;0.0121
3.4.24.20;Grifola frondosa;0.0133
3.4.24.20;Grifola frondosa;0.0152
3.4.24.20;Grifola frondosa;0.0155
3.4.24.20;Grifola frondosa;0.0177
3.4.24.20;Grifola frondosa;0.0249
3.4.24.21;Steinernema carpocapsae;1.86
3.4.24.21;Steinernema carpocapsae;1.86
3.4.24.23;Mammalia;0.00089
3.4.24.23;Homo sapiens;0.026
3.4.24.23;Homo sapiens;0.065
3.4.24.24;Homo sapiens;0.134
3.4.24.26;Pseudomonas aeruginosa;0.065
3.4.24.26;Vibrio cholerae;0.11
3.4.24.27;Bacillus thermoproteolyticus;0.002
3.4.24.27;Bacillus thermoproteolyticus;0.00449
3.4.24.27;Bacillus thermoproteolyticus;0.24
3.4.24.27;Bacillus thermoproteolyticus;0.28
3.4.24.27;Bacillus thermoproteolyticus;0.29
3.4.24.27;Bacillus thermoproteolyticus;0.3
3.4.24.27;Bacillus thermoproteolyticus;0.33
3.4.24.27;Bacillus thermoproteolyticus;0.34
3.4.24.27;Bacillus thermoproteolyticus;0.39
3.4.24.27;Bacillus thermoproteolyticus;0.4
3.4.24.27;Bacillus thermoproteolyticus;0.45
3.4.24.27;Bacillus thermoproteolyticus;0.52
3.4.24.27;Bacillus thermoproteolyticus;0.63
3.4.24.28;Bacillus megaterium;0.003
3.4.24.28;Bacillus intermedius;0.06
3.4.24.28;Bacillus intermedius;0.06
3.4.24.30;Enterococcus faecalis;0.02
3.4.24.30;Enterococcus faecalis;0.049
3.4.24.30;Enterococcus faecalis;0.0725
3.4.24.30;Enterococcus faecalis;0.12
3.4.24.30;Enterococcus faecalis;5
3.4.24.35;Homo sapiens;0.000013
3.4.24.35;Homo sapiens;0.000025
3.4.24.35;Mus musculus;0.5
3.4.24.35;Mus musculus;0.8
3.4.24.35;Mus musculus;1
3.4.24.35;Mus musculus;1.3
3.4.24.35;Mus musculus;1.4
3.4.24.35;Mus musculus;2.4
3.4.24.35;Mus musculus;2.9
3.4.24.35;Mus musculus;3.7
3.4.24.35;Mus musculus;4.7
3.4.24.35;Mus musculus;13.5
3.4.24.36;Leishmania donovani donovani;0.0037
3.4.24.36;Leishmania donovani donovani;0.005
3.4.24.36;Leishmania donovani donovani;0.0052
3.4.24.36;Leishmania donovani donovani;0.0053
3.4.24.36;Leishmania donovani donovani;0.0054
3.4.24.36;Leishmania donovani donovani;0.0055
3.4.24.36;Leishmania donovani donovani;0.0098
3.4.24.36;Leishmania donovani donovani;0.0104
3.4.24.36;Leishmania donovani donovani;0.011
3.4.24.36;Leishmania sp.;20
3.4.24.B39;Deinagkistrodon acutus;0.5382
3.4.24.40;Serratia proteamaculans;0.00021
3.4.24.40;Serratia proteamaculans;0.00056
3.4.24.40;Serratia proteamaculans;0.0007
3.4.24.40;Serratia proteamaculans;0.00076
3.4.24.40;Serratia proteamaculans;0.00082
3.4.24.40;Serratia proteamaculans;0.00087
3.4.24.40;Serratia proteamaculans;0.00087
3.4.24.40;Serratia proteamaculans;0.00096
3.4.24.40;Serratia proteamaculans;0.00115
3.4.24.40;Serratia proteamaculans;0.00133
3.4.24.40;Serratia proteamaculans;0.00137
3.4.24.40;Serratia proteamaculans;0.00143
3.4.24.40;Serratia proteamaculans;0.00144
3.4.24.40;Serratia proteamaculans;0.00157
3.4.24.40;Serratia proteamaculans;0.0018
3.4.24.40;Serratia proteamaculans;0.00198
3.4.24.40;Serratia proteamaculans;0.002
3.4.24.40;Serratia proteamaculans;0.00208
3.4.24.40;Serratia proteamaculans;0.0022
3.4.24.40;Serratia proteamaculans;0.00226
3.4.24.40;Serratia proteamaculans;0.00261
3.4.24.40;Serratia proteamaculans;0.0027
3.4.24.40;Serratia proteamaculans;0.00276
3.4.24.40;Serratia proteamaculans;0.00292
3.4.24.40;Serratia proteamaculans;0.00303
3.4.24.40;Serratia proteamaculans;0.00308
3.4.24.40;Serratia proteamaculans;0.0049
3.4.24.40;Serratia proteamaculans;0.00498
3.4.24.40;Serratia proteamaculans;0.00582
3.4.24.40;Pseudomonas aeruginosa;0.006
3.4.24.40;Serratia proteamaculans;0.00783
3.4.24.40;Serratia proteamaculans;0.0086
3.4.24.40;Thermoascus aurantiacus;0.012
3.4.24.40;Pseudomonas aeruginosa;0.0126
3.4.24.40;Thermoascus aurantiacus;0.013
3.4.24.40;Pseudomonas aeruginosa;0.014
3.4.24.40;Pseudomonas fluorescens;0.015
3.4.24.40;Pseudomonas fluorescens;0.016
3.4.24.40;Thermoascus aurantiacus;0.0173
3.4.24.40;Pseudomonas fluorescens;0.023
3.4.24.40;Pseudomonas fluorescens;0.023
3.4.24.40;Thermoascus aurantiacus;0.024
3.4.24.40;Pseudomonas fluorescens;0.035
3.4.24.40;Thermoascus aurantiacus;0.144
3.4.24.55;Acinetobacter calcoaceticus;0.000105
3.4.24.55;Escherichia coli;0.0077
3.4.24.55;Escherichia coli;0.0127
3.4.24.55;Bacillus halodurans;0.05
3.4.24.55;Bacillus halodurans;0.12
3.4.24.56;Drosophila melanogaster;0.000003
3.4.24.56;Rattus norvegicus;0.000058
3.4.24.56;Homo sapiens;0.0000657
3.4.24.56;Homo sapiens;0.000222
3.4.24.56;Canis lupus familiaris;0.00025
3.4.24.56;Cavia porcellus;0.00025
3.4.24.56;Frog;0.00025
3.4.24.56;Oryctolagus cuniculus;0.00025
3.4.24.56;Homo sapiens;0.00123
3.4.24.56;Homo sapiens;0.0023
3.4.24.56;Homo sapiens;0.00252
3.4.24.56;Homo sapiens;0.0028
3.4.24.59;Homo sapiens;0.00085
3.4.24.59;Homo sapiens;0.000941
3.4.24.59;Homo sapiens;0.0011
3.4.24.59;Homo sapiens;0.0013
3.4.24.59;Homo sapiens;0.0013
3.4.24.59;Homo sapiens;0.0018
3.4.24.59;Homo sapiens;0.0019
3.4.24.59;Homo sapiens;0.0029
3.4.24.59;Homo sapiens;0.0032
3.4.24.59;Homo sapiens;0.0034
3.4.24.59;Homo sapiens;0.0042
3.4.24.59;Homo sapiens;0.0051
3.4.24.59;Homo sapiens;0.0062
3.4.24.59;Homo sapiens;0.01
3.4.24.60;Xenopus laevis;0.011
3.4.24.60;Homo sapiens;0.019
3.4.24.60;Xenopus laevis;0.02
3.4.24.60;Xenopus laevis;0.028
3.4.24.60;Xenopus laevis;0.05
3.4.24.60;Xenopus laevis;0.079
3.4.24.60;Xenopus laevis;0.091
3.4.24.60;Xenopus laevis;0.12
3.4.24.60;Xenopus laevis;0.124
3.4.24.60;Xenopus laevis;0.125
3.4.24.60;Xenopus laevis;0.133
3.4.24.60;Xenopus laevis;0.143
3.4.24.60;Xenopus laevis;0.167
3.4.24.60;Xenopus laevis;0.2
3.4.24.60;Xenopus laevis;0.208
3.4.24.60;Xenopus laevis;0.37
3.4.24.60;Xenopus laevis;0.408
3.4.24.60;Xenopus laevis;0.42
3.4.24.60;Xenopus laevis;0.513
3.4.24.60;Xenopus laevis;0.571
3.4.24.60;Xenopus laevis;0.6
3.4.24.63;Mus musculus;0.00104
3.4.24.63;Mus musculus;0.0071
3.4.24.63;Mus musculus;0.0185
3.4.24.63;Mus musculus;0.02
3.4.24.63;Mus musculus;0.0296
3.4.24.63;Mus musculus;0.0481
3.4.24.63;Mus musculus;0.1
3.4.24.63;Mus musculus;0.211
3.4.24.63;Mus musculus;0.211
3.4.24.63;Mus musculus;0.22
3.4.24.63;Mus musculus;0.22
3.4.24.63;Mus musculus;0.282
3.4.24.64;Bos taurus;0.0031
3.4.24.64;Bos taurus;0.0038
3.4.24.64;Bos taurus;0.0074
3.4.24.64;Bos taurus;0.0079
3.4.24.64;Bos taurus;0.0086
3.4.24.64;Bos taurus;0.0095
3.4.24.64;Bos taurus;0.0098
3.4.24.64;Bos taurus;0.0101
3.4.24.64;Bos taurus;0.0103
3.4.24.64;Bos taurus;0.0108
3.4.24.64;Bos taurus;0.015
3.4.24.64;Bos taurus;0.0165
3.4.24.64;Bos taurus;0.0173
3.4.24.64;Bos taurus;0.0215
3.4.24.64;Bos taurus;0.0294
3.4.24.64;Bos taurus;0.0296
3.4.24.64;Bos taurus;0.0425
3.4.24.67;Paralichthys olivaceus;4.28
3.4.24.69;Clostridium botulinum;0.013
3.4.24.69;Clostridium botulinum;0.0172
3.4.24.69;Clostridium botulinum;0.0231
3.4.24.69;Clostridium botulinum;0.03
3.4.24.69;Clostridium botulinum;0.032
3.4.24.69;Clostridium botulinum;0.038
3.4.24.71;Bos taurus;0.00014
3.4.24.72;Patiria pectinifera;1.37
3.4.24.77;Streptomyces septatus;0.005
3.4.24.77;Streptomyces septatus;0.005
3.4.24.77;Streptomyces septatus;0.005
3.4.24.77;Streptomyces septatus;0.005
3.4.24.77;Streptomyces septatus;0.005
3.4.24.77;Streptomyces septatus;0.005
3.4.24.77;Streptomyces septatus;0.005
3.4.24.77;Streptomyces septatus;0.005
3.4.24.77;Streptomyces septatus;0.005
3.4.24.77;Streptomyces septatus;0.005
3.4.24.77;Streptomyces septatus;0.005
3.4.24.77;Streptomyces septatus;0.005
3.4.24.77;Streptomyces septatus;0.005
3.4.24.77;Streptomyces septatus;0.005
3.4.24.77;Streptomyces septatus;0.005
3.4.24.77;Streptomyces septatus;0.005
3.4.24.77;Streptomyces septatus;0.005
3.4.24.77;Streptomyces septatus;0.005
3.4.24.77;Streptomyces septatus;0.005
3.4.24.77;Streptomyces septatus;0.005
3.4.24.77;Streptomyces septatus;0.005
3.4.24.77;Streptomyces septatus;0.005
3.4.24.77;Streptomyces septatus;0.005
3.4.24.77;Streptomyces septatus;0.005
3.4.24.77;Streptomyces septatus;0.005
3.4.24.82;Bos taurus;0.48
3.4.25.1;Trypanosoma brucei;0.038
3.4.25.1;Trypanosoma brucei;0.038
3.4.25.1;Trypanosoma brucei;0.038
3.4.25.1;Trypanosoma brucei;0.038
3.4.25.1;Trypanosoma brucei;0.038
3.4.25.1;Trypanosoma brucei;0.038
3.4.25.1;Trypanosoma brucei;0.038
3.4.25.1;Trypanosoma brucei;0.038
3.4.25.1;Trypanosoma brucei;0.038
3.4.25.1;Trypanosoma brucei;0.038
3.4.25.1;Trypanosoma brucei;0.038
3.4.25.1;Trypanosoma brucei;0.038
3.4.25.1;Trypanosoma brucei;0.038
3.4.25.1;Trypanosoma brucei;0.038
3.4.25.1;Patiria pectinifera;0.048
3.4.25.1;Struthio camelus;0.051
3.4.25.1;Trypanosoma brucei;0.088
3.4.25.1;Trypanosoma brucei;0.088
3.4.25.1;Trypanosoma brucei;0.088
3.4.25.1;Trypanosoma brucei;0.088
3.4.25.1;Trypanosoma brucei;0.088
3.4.25.1;Trypanosoma brucei;0.088
3.4.25.1;Trypanosoma brucei;0.088
3.4.25.1;Trypanosoma brucei;0.088
3.4.25.1;Trypanosoma brucei;0.088
3.4.25.1;Trypanosoma brucei;0.088
3.4.25.1;Trypanosoma brucei;0.088
3.4.25.1;Trypanosoma brucei;0.088
3.4.25.1;Trypanosoma brucei;0.088
3.4.25.1;Trypanosoma brucei;0.088
3.4.25.1;Patiria pectinifera;0.089
3.4.25.1;Patiria pectinifera;0.2
3.4.25.1;Struthio camelus;0.248
3.4.25.1;Struthio camelus;0.255
3.4.25.1;Struthio camelus;0.263
3.4.25.1;Trypanosoma brucei;0.67
3.4.25.1;Trypanosoma brucei;0.67
3.4.25.1;Trypanosoma brucei;0.67
3.4.25.1;Trypanosoma brucei;0.67
3.4.25.1;Trypanosoma brucei;0.67
3.4.25.1;Trypanosoma brucei;0.67
3.4.25.1;Trypanosoma brucei;0.67
3.4.25.1;Trypanosoma brucei;0.67
3.4.25.1;Trypanosoma brucei;0.67
3.4.25.1;Trypanosoma brucei;0.67
3.4.25.1;Trypanosoma brucei;0.67
3.4.25.1;Trypanosoma brucei;0.67
3.4.25.1;Trypanosoma brucei;0.67
3.4.25.1;Trypanosoma brucei;0.67
3.4.25.1;Struthio camelus;0.751
3.4.25.1;Struthio camelus;0.798
3.4.25.1;Struthio camelus;1.504
3.4.99.B1;Homo sapiens;0.0005
3.4.99.B1;Saccharomyces cerevisiae;0.00144
3.4.99.B1;Saccharomyces cerevisiae;0.00172
3.4.99.B1;Saccharomyces cerevisiae;0.0019
3.4.99.B1;Saccharomyces cerevisiae;0.00234
3.4.99.B1;Saccharomyces cerevisiae;0.00326
3.4.99.B1;Bos taurus;0.0057
3.4.99.B1;Saccharomyces cerevisiae;0.0064
3.4.99.B2;Oryctolagus cuniculus;0.12
3.4.99.B2;Paenibacillus sp.;1
3.4.99.B2;Paenibacillus sp.;1.03
3.4.99.B2;Paenibacillus sp.;1.25
3.4.99.B2;Paenibacillus sp.;1.26
3.5.1.1;Archaeoglobus fulgidus;0.005
3.5.1.1;Pseudomonas chlororaphis subsp. aurantiaca;0.005
3.5.1.1;Pseudomonas chlororaphis subsp. aurantiaca;0.006
3.5.1.1;Escherichia coli;0.0095
3.5.1.1;Escherichia coli;0.0115
3.5.1.1;Escherichia coli;0.0125
3.5.1.1;Bacillus licheniformis;0.014
3.5.1.1;Chlamydomonas sp.;0.015
3.5.1.1;Streptomyces sp.;0.024
3.5.1.1;Citrobacter freundii;0.029
3.5.1.1;Cupriavidus necator;0.03
3.5.1.1;Cupriavidus necator;0.04
3.5.1.1;Cavia porcellus;0.0577
3.5.1.1;Gallus gallus;0.06
3.5.1.1;Withania somnifera;0.061
3.5.1.1;Archaeoglobus fulgidus;0.08
3.5.1.1;Pectobacterium carotovorum;0.098
3.5.1.1;Azotobacter vinelandii;0.11
3.5.1.1;Homo sapiens;0.12
3.5.1.1;Nocardiopsis alba;0.127
3.5.1.1;Chlamydomonas sp.;0.134
3.5.1.1;Pseudomonas stutzeri;0.145
3.5.1.1;Pseudomonas aeruginosa;0.147
3.5.1.1;Pseudomonas aeruginosa;0.147
3.5.1.1;Archaeoglobus fulgidus;0.2
3.5.1.1;Archaeoglobus fulgidus;0.35
3.5.1.1;Cavia porcellus;0.41
3.5.1.1;Cavia porcellus;0.41
3.5.1.1;Bacillus subtilis;0.43
3.5.1.1;Bacillus licheniformis;0.671
3.5.1.1;Bacillus licheniformis;0.671
3.5.1.1;unidentified proteobacterium;0.89
3.5.1.1;Chlamydomonas sp.;1
3.5.1.1;Neonectria obtusispora;1
3.5.1.1;Archaeoglobus fulgidus;1.2
3.5.1.1;Vigna unguiculata;1.25
3.5.1.1;Archaeoglobus fulgidus;1.8
3.5.1.1;Homo sapiens;2.09
3.5.1.1;Staphylococcus sp.;2.2
3.5.1.1;Cavia porcellus;2.24
3.5.1.1;Cavia porcellus;2.24
3.5.1.1;Arabidopsis thaliana;2.38
3.5.1.1;Thermococcus kodakarensis;2.6
3.5.1.1;Erwinia sp.;2.8
3.5.1.1;Arabidopsis thaliana;2.9
3.5.1.1;Arabidopsis thaliana;3.13
3.5.1.1;Arabidopsis thaliana;3.25
3.5.1.1;Arabidopsis thaliana;3.28
3.5.1.1;Arabidopsis thaliana;3.56
3.5.1.1;Arabidopsis thaliana;3.9
3.5.1.1;Tetrahymena thermophila;4.1
3.5.1.1;Arabidopsis thaliana;4.11
3.5.1.1;Arabidopsis thaliana;4.15
3.5.1.1;Arabidopsis thaliana;4.23
3.5.1.1;Arabidopsis thaliana;4.53
3.5.1.1;Arabidopsis thaliana;4.72
3.5.1.1;Arabidopsis thaliana;4.91
3.5.1.1;Arabidopsis thaliana;5.12
3.5.1.1;Arabidopsis thaliana;5.56
3.5.1.1;Arabidopsis thaliana;5.62
3.5.1.1;Escherichia coli;6.26
3.5.1.1;Arabidopsis thaliana;6.65
3.5.1.1;Mucor sp.;6.7
3.5.1.1;Arabidopsis thaliana;6.79
3.5.1.1;Arabidopsis thaliana;6.83
3.5.1.1;Lupinus angustifolius;7
3.5.1.1;Rhizobium etli;8.9
3.5.1.1;Thermococcus gammatolerans;10
3.5.1.1;Arabidopsis thaliana;10.5
3.5.1.1;Arabidopsis thaliana;10.7
3.5.1.1;Arabidopsis thaliana;12.6
3.5.1.1;Arabidopsis thaliana;12.7
3.5.1.1;Arabidopsis thaliana;14.3
3.5.1.1;Arabidopsis thaliana;14.7
3.5.1.1;Thermococcus gammatolerans;24.1
3.5.1.1;Thermococcus gammatolerans;39.5
3.5.1.1;Thermococcus gammatolerans;77.6
3.5.1.1;Cladosporium sp.;100
3.5.1.2;Pseudomonas chlororaphis subsp. aurantiaca;0.0053
3.5.1.2;Pseudomonas aeruginosa;0.11
3.5.1.2;Pseudomonas aeruginosa;0.11
3.5.1.2;Pseudomonas aeruginosa;0.18
3.5.1.2;Pseudomonas aeruginosa;0.18
3.5.1.2;Bacillus sp. (in: Bacteria);0.24
3.5.1.2;Trichoderma reesei;0.38
3.5.1.2;Homo sapiens;0.4
3.5.1.2;Homo sapiens;0.4
3.5.1.2;Escherichia coli;0.42
3.5.1.2;Trichoderma reesei;0.49
3.5.1.2;Pseudomonas aeruginosa;0.71
3.5.1.2;Pseudomonas aeruginosa;0.92
3.5.1.2;Homo sapiens;1.4
3.5.1.2;Homo sapiens;1.4
3.5.1.2;Homo sapiens;1.9
3.5.1.2;Homo sapiens;1.9
3.5.1.2;Pseudomonas aeruginosa;2.1
3.5.1.2;Homo sapiens;2.5
3.5.1.2;Homo sapiens;2.5
3.5.1.2;Escherichia coli;2.9
3.5.1.2;Escherichia coli;3.3
3.5.1.2;Homo sapiens;4
3.5.1.2;Homo sapiens;4
3.5.1.2;Micrococcus luteus;4.4
3.5.1.2;Lactobacillus rhamnosus;4.8
3.5.1.2;Acinetobacter glutaminasificans;4.8
3.5.1.2;Acinetobacter glutaminasificans;5.8
3.5.1.2;Bacillus cereus;6.25
3.5.1.2;Micrococcus luteus;6.5
3.5.1.2;Pseudomonas aeruginosa;6.7
3.5.1.2;Escherichia coli;7.3
3.5.1.2;Escherichia coli;7.3
3.5.1.2;Bacillus subtilis;7.6
3.5.1.2;Bacillus subtilis;7.6
3.5.1.2;Escherichia coli;8.5
3.5.1.2;Escherichia coli;8.5
3.5.1.2;Sporosarcina pasteurii;9.5
3.5.1.2;Escherichia coli;10
3.5.1.2;Escherichia coli;12
3.5.1.2;Synechocystis sp. PCC 6803;12.2
3.5.1.2;Sporosarcina pasteurii;15
3.5.1.2;Sporosarcina pasteurii;17
3.5.1.2;Anabaena sp.;19.5
3.5.1.2;Anabaena sp.;19.5
3.5.1.2;Escherichia coli;23
3.5.1.2;Escherichia coli;23.7
3.5.1.2;Escherichia coli;23.7
3.5.1.2;Sporosarcina pasteurii;24
3.5.1.2;Synechocystis sp. PCC 6803;26.6
3.5.1.2;Bacillus subtilis;27.6
3.5.1.2;Bacillus subtilis;27.6
3.5.1.2;Escherichia coli;30.6
3.5.1.2;Escherichia coli;30.6
3.5.1.2;Escherichia coli;50
3.5.1.2;Escherichia coli;64
3.5.1.2;Sporosarcina pasteurii;83
3.5.1.2;Anabaena sp.;109.5
3.5.1.2;Anabaena sp.;109.5
3.5.1.2;Pseudomonas aeruginosa;200
3.5.1.2;Sporosarcina pasteurii;500
3.5.1.3;Mus musculus;0.003
3.5.1.3;Rattus norvegicus;0.01
3.5.1.3;Mus musculus;0.012
3.5.1.3;Mus musculus;0.017
3.5.1.3;Mus musculus;0.14
3.5.1.3;Mus musculus;0.195
3.5.1.3;Mus musculus;0.23
3.5.1.3;Mus musculus;1.27
3.5.1.3;Thermus aquaticus;1.34
3.5.1.3;Mus musculus;1.48
3.5.1.3;Rattus norvegicus;3
3.5.1.3;Homo sapiens;3
3.5.1.3;Rattus norvegicus;3.8
3.5.1.3;Arabidopsis thaliana;4.43
3.5.1.3;Arabidopsis thaliana;5.58
3.5.1.3;Arabidopsis thaliana;6.13
3.5.1.3;Homo sapiens;9
3.5.1.3;Thermus aquaticus;30
3.5.1.3;Thermus aquaticus;100
3.5.1.4;Saccharolobus solfataricus;0.000096
3.5.1.4;Rattus norvegicus;0.0033
3.5.1.4;Rattus norvegicus;0.0036
3.5.1.4;Rattus norvegicus;0.0041
3.5.1.4;Alcaligenes sp.;0.04
3.5.1.4;Rhodococcus erythropolis;0.04
3.5.1.4;Cucurbita maxima;0.08
3.5.1.4;Saccharolobus solfataricus;0.125
3.5.1.4;Alcaligenes sp.;0.127
3.5.1.4;Rhodococcus erythropolis;0.18
3.5.1.4;Rhodococcus erythropolis;0.18
3.5.1.4;Saccharolobus solfataricus;0.25
3.5.1.4;Burkholderia sp.;0.27
3.5.1.4;Achromobacter xylosoxidans;0.315
3.5.1.4;Achromobacter xylosoxidans;0.315
3.5.1.4;Pseudomonas aeruginosa;0.5
3.5.1.4;Saccharolobus solfataricus;0.55
3.5.1.4;Pseudomonas aeruginosa;0.63
3.5.1.4;Pseudomonas aeruginosa;0.8
3.5.1.4;Pseudonocardia thermophila;0.9
3.5.1.4;Achromobacter xylosoxidans;0.958
3.5.1.4;Achromobacter xylosoxidans;0.958
3.5.1.4;Rhodococcus sp. N-771;1.03
3.5.1.4;Pseudomonas aeruginosa;1.17
3.5.1.4;Methylophilus methylotrophus;1.2
3.5.1.4;Agrobacterium tumefaciens;1.2
3.5.1.4;Burkholderia sp.;1.21
3.5.1.4;Saccharolobus solfataricus;1.225
3.5.1.4;Rhodococcus erythropolis;1.3
3.5.1.4;Klebsiella pneumoniae;1.7
3.5.1.4;Burkholderia sp.;1.88
3.5.1.4;Pseudomonas aeruginosa;1.98
3.5.1.4;Methylophilus methylotrophus;2
