,biology,posterior_mean,q_0.01,q_0.5,q_0.99
3286,Glycine max|1.7.3.3|O2,-3.0360080693750002,-4.6628397999999995,-3.05096,-1.2982661000000044
3287,Glycine max|1.7.3.3|uric acid,-4.375526693125,-5.775114100000001,-4.405424999999999,-2.764335000000001
3288,Glycine max|1.8.1.4|Lipoamide,0.753643909971875,-1.4298205999999998,0.799167,2.6114398999999953
3289,Glycine max|1.8.1.4|NADH,-3.297027159375,-4.5682991,-3.282105,-2.1086624000000005
3290,Glycine max|1.8.4.12|L-methionine (R)-sulfoxide,-0.09470887877999999,-4.057755299999999,0.07282720000000001,2.5283438
3291,Glycine max|1.8.4.9|5'-adenylyl sulfate,-4.02674304528125,-6.522529199999999,-4.09666,-0.8307631900000012
3292,Glycine max|1.8.4.9|glutathione,-0.6870516132915625,-2.6364791000000003,-0.6797040000000001,1.2167006999999992
3293,Glycine max|2.1.1.142|Cycloartenol,-3.436330896875,-4.2716095,-3.43863,-2.5800918000000004
3294,Glycine max|2.1.1.142|Zymosterol,-3.3693785359062502,-5.6898943,-3.37214,-0.9400288600000005
3295,Glycine max|2.1.1.142|lanosterol,-3.7015502535625,-6.4238446,-3.67928,-0.9231051300000126
3296,Glycine max|2.1.1.143|24-methylenelophenol,-3.48082409903125,-6.2035612,-3.3922999999999996,-1.3374073000000006
3297,Glycine max|2.1.1.274|salicylate,-5.901839090743749,-8.7750816,-6.2745,-0.9780542300000006
3298,"Glycine max|2.1.1.42|5,7,3',4'-tetrahydroxyflavone",-4.1772658590625,-6.2047954,-4.191174999999999,-2.129046200000002
3299,Glycine max|2.1.1.42|S-adenosyl-L-methionine,-4.24526749,-6.748586100000001,-4.27547,-1.721252400000011
3300,"Glycine max|2.1.1.68|3,4,5-trihydroxycinnamic acid",-2.33882342448125,-5.4017102,-2.3271550000000003,0.5996716699999939
3301,Glycine max|2.1.1.68|5-hydroxyferulic acid,-2.9475887625,-5.1680867,-2.94642,-0.8348363700000028
3302,Glycine max|2.1.1.68|S-adenosyl-L-methionine,-4.103702765,-6.000279,-4.10899,-2.1948717000000024
3303,Glycine max|2.1.1.68|caffeic acid,-2.3735624855625,-4.4683815,-2.33043,-0.5122224300000067
3304,Glycine max|2.1.1.7|S-adenosyl-L-methionine,-3.3139925334375007,-5.0634193,-3.295305,-1.7442412000000003
3305,Glycine max|2.1.1.7|nicotinate,-3.3037494359375,-5.199235,-3.296895,-1.301181400000005
3306,Glycine max|2.1.2.1|L-serine,-0.5190236938664999,-2.7540054,-0.45862349999999996,1.1856083999999982
3307,Glycine max|2.1.2.1|tetrahydrofolate,-1.639969988128125,-3.4500665,-1.61952,0.16215175999999687
3308,Glycine max|2.1.4.1|glycine,1.260684326540625,-0.73069948,1.187995,3.722515299999998
3309,"Glycine max|2.3.1.114|3,4-dichloroaniline",-3.1430365087499994,-4.8956834,-3.157545,-1.4380716000000042
3310,Glycine max|2.3.1.115|malonyl-CoA,-3.7085907020625,-6.1407115999999995,-3.73628,-1.1246322000000144
3311,Glycine max|2.3.1.30|L-Ser,0.5925690106588125,-2.3167438999999996,0.650612,3.183047999999997
3312,Glycine max|2.3.1.30|acetyl-CoA,-1.0088570877053125,-2.6822103999999998,-1.00842,0.6016731899999956
3313,Glycine max|2.3.2.13|putrescine,-2.13175128179375,-3.8865149,-2.1520200000000003,-0.2260826700000013
3314,Glycine max|2.4.1.13|ADP,-1.7163143298124999,-3.1216266999999998,-1.7417,-0.16254049000000356
3315,Glycine max|2.4.1.13|D-fructose,0.27776005289337496,-1.8174812,0.296603,2.075865999999999
3316,Glycine max|2.4.1.13|UDP,-1.674023250825,-4.2695543,-1.65304,1.077734199999995
3317,Glycine max|2.4.1.13|UDP-alpha-D-glucose,-2.9169460584875004,-4.847542300000001,-3.0045200000000003,-0.348900740000003
3318,Glycine max|2.4.1.13|sucrose,2.7020462413125,1.0426749,2.73512,4.064228999999998
3319,Glycine max|2.4.1.170|UDP-glucose,-2.5730947375937503,-4.176268,-2.58828,-0.8048127600000029
3320,Glycine max|2.4.1.170|daidzein,-3.644198453878125,-6.237576799999999,-3.709435,-0.31513444000000235
3321,Glycine max|2.4.1.170|genistein,-4.569959778125,-6.5443985,-4.57573,-2.332239000000003
3322,Glycine max|2.4.1.272|soyasapogenol B 3-O-beta-D-glucuronide,-4.040600345690625,-6.5677284,-4.1030999999999995,-0.6300023700000018
3323,Glycine max|2.4.1.91|UDPglucose,-1.2630035344215624,-3.7827283,-1.2684199999999999,1.2299983999999957
3324,Glycine max|2.4.1.91|isorhamnetin,-1.7450674313365624,-4.7899615,-1.710135,1.0393983999999983
3325,Glycine max|2.4.1.91|kaempferol,-2.01131505988125,-4.0925921,-1.96883,-0.37089610000000206
3326,Glycine max|2.4.1.91|quercetin,-2.95715774409375,-5.955222200000001,-2.863305,-0.7890060300000019
3327,Glycine max|2.4.2.14|5-phospho-alpha-D-ribose 1-diphosphate,-1.6430415821156248,-3.8306334,-1.579815,0.09209074399999621
3328,Glycine max|2.4.2.14|L-glutamine,-2.157973851415625,-4.7032883000000005,-2.220885,0.6525770499999959
3329,"Glycine max|2.5.1.16|1,4-diaminobutane",-3.29449426875,-5.0101071,-3.31526,-1.4496852000000013
3330,"Glycine max|2.5.1.18|1-chloro-2,4-dinitrobenzene",-1.177507602515625,-2.2515612000000003,-1.19178,-0.009431999500001483
3331,Glycine max|2.5.1.18|glutathione,-1.80879992703125,-2.9107692,-1.8065,-0.6855798200000004
3332,Glycine max|2.5.1.47|O-acetyl-L-serine,-1.1618049232625,-3.1061693,-1.24974,1.3162180999999946
3333,Glycine max|2.5.1.47|Sulfide,-1.7939809866906251,-3.9506626,-1.86279,0.8095131099999965
3334,Glycine max|2.6.1.52|3-phosphooxypyruvate,-2.63339592246875,-4.6369197,-2.6561500000000002,-0.3367335200000037
3335,Glycine max|2.6.1.52|L-glutamate,-0.7824019274403438,-2.7402023,-0.759603,1.0803107999999997
3336,Glycine max|2.6.1.6|2-oxoglutarate,-0.547697390173125,-3.8117873,-0.3932045,1.9382871
3337,Glycine max|2.6.1.6|L-leucine,0.0704583576278125,-3.3889792,0.21744249999999998,2.3867345999999987
3338,Glycine max|2.7.1.108|dolichol,-2.895269468875,-4.9722114,-2.8956,-0.7828455200000014
3339,Glycine max|2.7.1.134|ATP,-2.7057898090625003,-4.4700417,-2.699155,-1.1051545000000007
3340,"Glycine max|2.7.1.158|1D-myo-inositol 1,3,4,5,6-pentakisphosphate",-3.888052641875,-6.2309978,-3.97525,-0.9848628900000012
3341,Glycine max|2.7.1.158|ATP,-2.66635512021875,-4.982980899999999,-2.6003249999999998,-0.42996669000000226
3342,Glycine max|2.7.1.4|D-fructose,-1.751822782403125,-3.4951936,-1.788025,0.1266235099999912
3343,Glycine max|2.7.1.82|ethanolamine,-2.87553206450625,-5.0587146,-2.9616800000000003,-0.11742098000000163
3344,Glycine max|2.7.1.90|D-fructose 6-phosphate,0.3460716900909375,-2.0103659,0.4094145,2.203413299999998
3345,Glycine max|2.7.6.2|ATP,-0.3752810733490625,-3.0372554,-0.31705300000000003,1.6473363999999995
3346,Glycine max|2.7.6.2|thiamine,-4.3377773596875,-6.4652582,-4.45771,-1.3992187000000027
3347,Glycine max|2.7.7.4|ATP,-1.7979046145765625,-4.607427899999999,-1.7928700000000002,0.8585110299999994
3348,Glycine max|2.7.7.4|adenylyl sulfate,-2.2441363603125,-3.4411351000000003,-2.272255,-0.8703455000000011
3349,Glycine max|2.7.7.4|diphosphate,-3.1120292841875,-5.324626599999999,-3.11192,-1.051377000000002
3350,Glycine max|2.7.7.4|sulfate,-4.2018538493749995,-6.6935763,-4.388515,-0.38436061
3351,Glycine max|2.7.7.44|1-phospho-alpha-D-glucuronate,-1.3935025358303124,-3.6110315999999996,-1.4817,1.411603899999994
3352,Glycine max|2.7.7.64|D-glucose 1-phosphate,-1.376712320875,-3.4449658,-1.38358,0.6447814899999981
3353,Glycine max|2.7.7.64|UTP,-1.9617853762250002,-4.1286783,-1.95471,0.20247543999999776
3354,Glycine max|2.7.8.15|dolichyl phosphate,-4.911152928125,-6.7600093,-4.943585000000001,-2.9291907000000035
3355,Glycine max|2.7.8.5|CDP-diacylglycerol,-2.731164316,-4.7586960000000005,-2.698835,-0.9276787500000001
3356,Glycine max|2.7.8.5|glycerol 3-phosphate,-2.48816994275,-4.9085626,-2.412885,-0.6743585800000009
3357,Glycine max|3.1.3.26|myo-inositol hexakisphosphate,-2.2017122892999996,-3.6674302,-2.246245,-0.4139145700000004
3358,Glycine max|3.1.3.8|myo-inositol hexakisphosphate,-2.168023590720625,-3.6290172,-2.216835,-0.3759818100000071
3359,Glycine max|3.1.4.4|phosphatidylcholine,-0.17298492093749998,-2.3988058,-0.125839,1.621283999999997
3360,Glycine max|3.2.1.2|amylopectin,0.3963604238957187,-1.2501514,0.3587405,2.2810698999999954
3361,Glycine max|3.2.1.2|starch,-0.768530717684375,-4.8678619,-0.6145205,2.009403599999964
3362,Glycine max|3.2.1.20|maltose,-1.5903195485719686,-4.6268347,-1.5592549999999998,1.2161460999999905
3363,Glycine max|3.2.1.21|Salicin,1.6163660575937502,-0.22182733999999993,1.6014599999999999,3.493047399999998
3364,Glycine max|3.2.1.21|arbutin,0.7539368404203125,-3.8344186000000002,0.9967755,3.395682699999994
3365,Glycine max|3.2.1.22|melibiose,2.012649935153125,0.20596874000000004,1.9797850000000001,4.112671999999998
3366,Glycine max|3.2.1.22|p-nitrophenyl alpha-D-galactopyranoside,1.4519442559562499,-0.12484234,1.4190749999999999,3.274529699999996
3367,Glycine max|3.2.1.22|raffinose,-0.3126699698578125,-5.8124954,0.145226,2.8728523999999984
3368,Glycine max|3.2.1.26|sucrose,1.22492693771375,-2.2492414,1.3598400000000002,3.394609399999997
3369,Glycine max|3.2.2.1|Inosine,-1.3997743444681248,-3.3119274,-1.401195,0.4324504299999964
3370,Glycine max|3.5.1.116|(S)-ureidoglycolate,-2.280481190659375,-4.4438625,-2.38511,0.6043704399999968
3371,Glycine max|3.5.1.116|ureidoglycolate,-1.8909219404343747,-4.445751899999999,-2.030875,1.6685721999999974
3372,Glycine max|3.5.1.5|Urea,0.08762733736665627,-1.5750118,0.08284744999999999,1.7549650999999984
3373,Glycine max|3.5.2.17|5-hydroxyisourate,-3.3331499465625,-5.0347209,-3.449715,-0.5978199200000048
3374,Glycine max|3.5.2.5|allantoin,1.594257745355625,-1.3161507,1.7034449999999999,3.6880504999999975
3375,Glycine max|3.5.3.12|agmatine,0.342506552759375,-1.8758939,0.385923,2.222041899999999
3376,Glycine max|3.5.3.9|Allantoate,-0.09911791770281252,-3.1691814999999997,-0.059501200000000004,2.7060656999999986
3377,Glycine max|3.6.1.5|ADP,-3.237198941875,-5.2325442,-3.201455,-1.3959212
3378,Glycine max|3.6.1.5|ATP,-3.4699790093750007,-4.8422058,-3.47919,-2.0180169000000023
3379,Glycine max|3.6.1.6|ADP,-1.6103242325140628,-4.0352679,-1.57335,0.35454097999999634
3380,Glycine max|3.6.1.6|ATP,-1.4732200677625003,-4.3129114,-1.386525,0.6884545999999969
3381,Glycine max|3.6.1.9|ADP,-0.9735697115159374,-3.1549087,-1.04319,1.6142974999999944
3382,Glycine max|3.6.1.9|ATP,-2.7193333504375006,-4.3630233,-2.77514,-0.6796196900000044
3383,Glycine max|3.6.1.9|UDP,-1.4950530080503126,-4.8307451,-1.3563450000000001,0.8895636799999975
3384,Glycine max|3.6.1.9|UTP,-1.8784462773093749,-3.657689,-1.917725,0.17672084999999613
3385,Glycine max|4.1.1.18|L-Lys,0.228534073223125,-1.8431703,0.2420475,2.332372299999994
3386,Glycine max|4.1.1.19|L-Arg,-1.6252551221225002,-3.5724310999999997,-1.695655,0.9289747799999977
3387,Glycine max|4.1.1.39|CO2,-4.157629084375,-5.3027976,-4.162845,-2.8772704000000004
3388,"Glycine max|4.1.1.39|D-ribulose 1,5-bisphosphate",-2.60481864766875,-5.4760991,-2.499755,-0.5364016200000002
3389,Glycine max|4.1.1.39|O2,-1.1485148641825,-3.2122574,-1.09768,0.5082362599999973
3390,Glycine max|4.1.3.1|isocitrate,-2.7233383247031253,-4.5088588000000005,-2.80437,-0.40025563000000103
3391,Glycine max|4.3.1.24|L-Phe,-3.1568653986562505,-4.5428244,-3.220615,-1.2272465000000006
3392,Glycine max|4.4.1.9|L-cysteine,0.1289689375396875,-1.709404,0.10083049999999999,2.125175099999999
3393,Glycine max|4.4.1.9|hydrogen cyanide,-1.5696585710875002,-4.6001512,-1.5153400000000001,1.0425422999999983
3394,Glycine max|6.1.1.1|ATP,-2.2874725334124997,-4.3665409,-2.288325,-0.25053059000000066
3395,Glycine max|6.1.1.1|L-tyrosine,-0.7375442936146874,-2.4996709,-0.6949274999999999,0.8268912099999998
3396,Glycine max|6.1.1.1|tRNATyr,-3.4213304608281248,-7.3533911000000005,-3.48713,0.7829056899999961
3397,Glycine max|6.1.1.19|L-arginine,-5.523309734375,-7.3972674000000005,-5.57167,-3.2563873
3398,Glycine max|6.1.1.20|ATP,-2.5028610825,-3.6299953,-2.5162199999999997,-1.2865342000000022
3399,Glycine max|6.2.1.5|ATP,-1.9472608387500001,-3.3961695,-1.928445,-0.6787966400000012
3400,Glycine max|6.2.1.5|succinate,1.7738709277968752,-0.1532689,1.82731,3.1302882
3401,Glycine max|6.3.2.23|ATP,-3.3116362348625,-5.5168273,-3.375285,-0.4465450800000039
3402,Glycine max|6.3.2.23|beta-Alanine,0.9245261812375,-1.965814,1.04787,3.0056096999999937
3403,Glycine max|6.3.2.23|gamma-L-glutamyl-L-cysteine,-2.5083682714959377,-4.9347432,-2.63093,0.9835773999999982
3404,Glycine max|6.3.2.3|gamma-Glu-L-Cys,-2.6984703700625006,-4.5244499,-2.701125,-0.7427906300000098
3405,Glycine max|6.3.2.3|glycine,0.36155751424375,-2.1219916,0.342806,2.8367943999999996
3406,Glycine max|6.3.5.4|ATP,-2.1739825740625,-3.1385617,-2.1808750000000003,-1.1331501000000002
3407,Glycine max|6.3.5.4|L-Asp,-0.2705721167775,-2.1282592,-0.25447299999999995,1.4924623999999989
3408,Glycine max|6.3.5.4|L-Gln,-0.729638917403125,-2.5620302,-0.792379,1.4603862999999968
3409,Glycine max|6.4.1.2|ATP,-2.5515122503125003,-3.6565812,-2.55633,-1.435331600000001
3410,Glycine max|6.4.1.2|HCO3-,0.43167007361375,-1.3441019,0.42591500000000004,2.305328899999995
3411,Glycine max|6.4.1.2|acetyl-CoA,-2.5389726049999997,-4.3453253,-2.509505,-0.9986709800000025
3412,Glycine max|6.4.1.4|3-methylcrotonoyl-CoA,-2.449156569778125,-4.236724199999999,-2.441045,-0.60503814
3413,Glycine max|6.4.1.4|ATP,-3.2636100375,-4.3939432,-3.26462,-2.0104061000000053
3414,Homo sapiens|1.1.1.1|NAD+,-2.9891965221875,-4.2895572,-2.9966600000000003,-1.558014100000002
3415,Homo sapiens|1.1.1.1|NADH,-4.24705055478125,-6.497754499999999,-4.390124999999999,-0.9119226500000026
3416,Homo sapiens|1.1.1.1|Octanol,-1.7211639868625,-3.868014,-1.696875,0.21205008999999853
3417,Homo sapiens|1.1.1.1|acetaldehyde,-1.37695975555625,-2.8858012,-1.38279,0.28655320999999884
3418,Homo sapiens|1.1.1.1|all-trans-retinol,-3.8332661531249994,-5.3132278,-3.82189,-2.446260600000002
3419,Homo sapiens|1.1.1.1|ethanol,0.5815345347640626,-0.30152837,0.570013,1.4950208999999992
3420,Homo sapiens|1.1.1.10|L-xylulose,-1.3033609822432815,-3.2638164,-1.33094,0.8141519899999969
3421,Homo sapiens|1.1.1.10|NADH,-4.2311676093749995,-6.336185,-4.243265,-1.9238752000000012
3422,Homo sapiens|1.1.1.10|NADP+,-2.6331410566843747,-4.8754106,-2.5976150000000002,-0.7914966400000002
3423,Homo sapiens|1.1.1.10|NADPH,-3.224082863125,-5.4966436000000005,-3.174835,-1.1949769000000003
3424,Homo sapiens|1.1.1.10|diacetyl,-0.1533231979140625,-2.4571672999999996,-0.33845749999999997,3.176545799999997
3425,Homo sapiens|1.1.1.10|xylitol,-0.23476201015937498,-3.3446102,-0.20171699999999998,2.663541799999999
3426,Homo sapiens|1.1.1.101|NADPH,-4.8337882534375005,-7.0662379,-4.889805,-2.1677872000000034
3427,Homo sapiens|1.1.1.102|NADPH,-2.847957747190625,-4.498979,-2.90528,-0.7185230300000043
3428,Homo sapiens|1.1.1.105|NAD+,-3.8352508256249997,-7.0565799,-3.739375,-1.5813037000000039
3429,Homo sapiens|1.1.1.105|NADH,-3.8555091203125,-5.7772396,-3.9224750000000004,-1.6436299000000065
3430,Homo sapiens|1.1.1.105|all-trans-retinal,-2.33050750385625,-7.2835928,-1.997505,0.48580957999999913
3431,Homo sapiens|1.1.1.105|all-trans-retinol,-5.02947583125,-6.313948399999999,-5.072044999999999,-3.4605159000000025
3432,"Homo sapiens|1.1.1.141|(5Z,13E)-(15S)-11alpha,15-dihydroxy-9-oxoprost-5,13-dienoate",-4.854166756250001,-5.9198511,-4.857565,-3.6767822000000003
3433,Homo sapiens|1.1.1.141|NAD+,-2.9824063593749996,-3.7602456,-2.9808649999999997,-2.1703940000000017
3434,Homo sapiens|1.1.1.141|NADH,-4.755423065625,-6.9531907,-4.710105,-2.8724534000000004
3435,Homo sapiens|1.1.1.141|prostaglandin E2,-5.244095746875001,-6.1136555999999995,-5.24634,-4.423675400000002
3436,Homo sapiens|1.1.1.145|17alpha-hydroxypregnenolone,-4.28141487528125,-6.4283437999999995,-4.376835,-1.4717234000000068
3437,Homo sapiens|1.1.1.145|NAD+,-3.5732658062500002,-4.2810683,-3.56426,-2.8994618000000014
3438,Homo sapiens|1.1.1.145|NADH,-5.4746469859374995,-8.3553099,-5.434654999999999,-2.744640200000001
3439,Homo sapiens|1.1.1.145|dehydroepiandrosterone,-4.391577865624999,-5.288149799999999,-4.390969999999999,-3.5269624
3440,Homo sapiens|1.1.1.145|pregnenolone,-4.2800046515625,-7.0054110000000005,-4.295475,-1.5702312000000036
3441,Homo sapiens|1.1.1.146|11-Dehydrocorticosterone,-4.094332490625,-7.3702198,-3.93426,-1.652047500000004
3442,"Homo sapiens|1.1.1.146|11beta,17,21-trihydroxy-pregn-4-ene-3,20-dione",-5.514560918750001,-7.3198553,-5.519705,-3.6834541000000005
3443,"Homo sapiens|1.1.1.146|11beta,21-dihydroxypregn-4-en-3,20-dione",-8.32189140625,-10.514232,-8.40767,-5.4355375
3444,"Homo sapiens|1.1.1.146|17,21-dihydroxy-pregn-4-ene-3,11,20-trione",-5.097140221875001,-6.7933309,-5.097025,-3.3556897000000006
3445,Homo sapiens|1.1.1.146|7beta-hydroxycholesterol,-5.87076633525,-8.6824692,-6.200805,-0.5955163600000052
3446,Homo sapiens|1.1.1.146|NAD+,-3.7775339288659375,-10.103477,-3.69484,1.3702315999999952
3447,Homo sapiens|1.1.1.146|NADP+,-6.11199844375,-7.8466619,-6.12147,-4.221903300000003
3448,Homo sapiens|1.1.1.146|corticosterone,-4.150828687500001,-6.7605198,-4.02308,-2.5202928000000053
3449,Homo sapiens|1.1.1.146|cortisol,-4.381543353125,-5.7048467,-4.373335,-3.1358448000000005
3450,Homo sapiens|1.1.1.146|cortisone,-5.749448459375,-7.258839900000001,-5.780745,-4.018847300000001
3451,Homo sapiens|1.1.1.146|dehydrocorticosterone,-3.611200337209375,-6.2447525,-3.6740399999999998,-0.46049612000000706
3452,Homo sapiens|1.1.1.146|oracin,-3.1148275622275,-5.278344,-3.12814,-0.7541079200000014
3453,Homo sapiens|1.1.1.149|NADPH,-4.201123031250001,-6.7122987,-4.304375,-0.9376820300000058
3454,Homo sapiens|1.1.1.149|progesterone,-3.995169488125,-6.0027303,-4.15317,-1.3149777000000011
3455,Homo sapiens|1.1.1.153|NADPH,-4.8913532928125,-6.559057999999999,-4.931685,-2.8761615000000025
3456,Homo sapiens|1.1.1.153|sepiapterin,-3.8748768374999996,-5.4363565000000005,-3.85411,-2.471696200000004
3457,Homo sapiens|1.1.1.172|2-oxoadipate,-0.758156320505625,-4.6251891999999994,-0.595807,2.1124379999999987
3458,Homo sapiens|1.1.1.172|NADH,-4.060425401446875,-6.7600259,-4.162945000000001,-0.3857750100000101
3459,Homo sapiens|1.1.1.184|4-benzoylpyridine,-1.7954297975312499,-3.4002135,-1.7749000000000001,-0.3373231500000056
3460,Homo sapiens|1.1.1.184|4-nitrobenzaldehyde,-1.19633046,-2.8061011000000002,-1.1828750000000001,0.2123895399999971
3461,Homo sapiens|1.1.1.184|4-oxonon-2-enal,-1.753828524046875,-5.8782233,-1.572145,0.7630088199999864
3462,Homo sapiens|1.1.1.184|NADPH,-2.8390812096875004,-4.4084794,-2.814905,-1.3929453000000007
3463,Homo sapiens|1.1.1.184|daunorubicin,-2.2652111859375,-3.2160808000000003,-2.270915,-1.2471326000000007
3464,Homo sapiens|1.1.1.184|doxorubicin,-4.623996628125,-6.1399113,-4.653465,-2.8775828000000034
3465,Homo sapiens|1.1.1.184|glutathione-4-oxonon-2-enal,-1.7775517918715624,-4.2580900999999995,-1.7315749999999999,0.24418829999999964
3466,Homo sapiens|1.1.1.184|menadione,-3.511809928125,-4.1802858,-3.511095,-2.8858011000000006
3467,Homo sapiens|1.1.1.184|oracin,-2.7868087993750006,-4.6577614,-2.7419849999999997,-1.2327849000000026
3468,Homo sapiens|1.1.1.184|prostaglandin E2,-1.8357678596875002,-3.0227273,-1.82268,-0.6630934200000009
3469,"Homo sapiens|1.1.1.188|(5Z,13E)-(15S)-9alpha,11beta,15-trihydroxyprosta-5,13-dienoate",-3.832594275,-5.9509576,-3.78469,-2.0428318000000028
3470,Homo sapiens|1.1.1.188|NADPH,-4.6003285645625,-7.1816639,-4.732635,-0.6371848400000095
3471,Homo sapiens|1.1.1.188|Prostaglandin D2,-4.9284776612500005,-6.8480752,-5.016955,-2.4731448
3472,Homo sapiens|1.1.1.188|prostaglandin H2,-3.3195678218749998,-4.2783167,-3.33655,-2.277117000000007
3473,Homo sapiens|1.1.1.189|NADPH,-2.7138615715625,-4.6063266,-2.6955850000000003,-0.8992590700000004
3474,Homo sapiens|1.1.1.189|prostaglandin E2,-2.37986219,-3.6027432,-2.3852149999999996,-1.157726800000001
3475,Homo sapiens|1.1.1.19|D-glucuronate,0.5150861902034375,-1.3043412,0.536362,2.479117999999999
3476,Homo sapiens|1.1.1.19|D-glucuronolactone,-0.43720447172768745,-2.8377816,-0.4113,1.8522142999999984
3477,Homo sapiens|1.1.1.19|L-gulonate,-0.6359266348153124,-3.0296432999999996,-0.5885724999999999,1.4639017999999961
3478,Homo sapiens|1.1.1.2|D-glucose,-1.1631360987228125,-3.1120241,-1.19191,0.9521061599999998
3479,Homo sapiens|1.1.1.2|D-glucuronate,-1.0331143573093748,-2.2288433999999997,-1.03697,0.20687973999999737
3480,Homo sapiens|1.1.1.2|DL-glyceraldehyde,0.5820212768209374,-0.8771365499999999,0.602959,1.8335894999999998
3481,Homo sapiens|1.1.1.2|NADPH,-3.7720344124999996,-5.081207200000001,-3.7809850000000003,-2.337977600000004
3482,Homo sapiens|1.1.1.2|Succinic semialdehyde,-1.3614516190737498,-3.9171451,-1.33806,0.6874958599999993
3483,Homo sapiens|1.1.1.2|glucuronate,0.365232215671875,-2.1918254,0.478123,2.065676299999999
3484,Homo sapiens|1.1.1.205|IMP,-1.4799484469634376,-3.6460036000000002,-1.51078,0.9596748799999983
3485,Homo sapiens|1.1.1.205|NAD+,-3.5648269875,-4.5623708999999995,-3.55775,-2.5495785000000004
3486,Homo sapiens|1.1.1.205|inosine 5'-phosphate,-4.129336634375,-5.1522117000000005,-4.153475,-2.941293900000001
3487,Homo sapiens|1.1.1.21|D-galactose,3.2574986906250003,1.9592229,3.27968,4.2625267000000004
3488,Homo sapiens|1.1.1.21|D-glucose,3.18487381068,-3.6496636999999996,3.66458,4.752284599999999
3489,Homo sapiens|1.1.1.21|DL-glyceraldehyde,-2.66439959,-3.6710729,-2.6699450000000002,-1.6630935000000036
3490,Homo sapiens|1.1.1.21|NADPH,-3.70014410625,-4.8850713,-3.71183,-2.502725300000003
3491,Homo sapiens|1.1.1.21|glyceraldehyde,-1.2450484436125,-4.393218999999999,-1.139795,0.9380974599999952
3492,Homo sapiens|1.1.1.213|3alpha-androstanediol,-3.4912517134375003,-5.342387899999999,-3.48313,-1.6077891000000009
3493,Homo sapiens|1.1.1.213|5alpha-dihydrotestosterone,-5.211269859374999,-6.5269645999999995,-5.236599999999999,-3.6079370000000006
3494,"Homo sapiens|1.1.1.213|9-(phenylcarbonyl)-2,3,6,7-tetrahydro-1H,5H,11H-pyrano[2,3-f]pyrido[3,2,1-ij]quinolin-11-one",-4.600219675,-6.238216499999999,-4.63549,-2.7389083000000034
3495,Homo sapiens|1.1.1.218|morphine,-3.9240281251562497,-6.0063749,-3.9724899999999996,-1.6930892
3496,Homo sapiens|1.1.1.22|NAD+,-0.758587449496875,-1.616268,-0.7560804999999999,0.1228453299999999
3497,Homo sapiens|1.1.1.22|UDP-alpha-D-glucose,-2.6205928065625,-3.7681611,-2.65606,-1.2839545
3498,Homo sapiens|1.1.1.22|UDP-glucose,-3.736451975,-4.5242223,-3.751175,-2.7806026000000017
3499,Homo sapiens|1.1.1.22|UDPglucose,-2.4423650440625,-3.6478866,-2.433135,-1.2596615000000013
3500,Homo sapiens|1.1.1.239|NAD+,-3.146029371875,-4.2676293,-3.1380600000000003,-2.0302225000000016
3501,Homo sapiens|1.1.1.239|testosterone,-4.872166943124999,-7.2173373,-5.0668299999999995,-0.9662791900000011
3502,Homo sapiens|1.1.1.26|glyoxylate,-0.5670897690796874,-3.3098601,-0.4552075,1.4215238999999988
3503,Homo sapiens|1.1.1.27|(S)-lactate,-1.9857811822625002,-5.3819273,-2.019885,1.7237195999999995
3504,Homo sapiens|1.1.1.27|NAD+,-1.7466707482934374,-3.7815149999999997,-1.7508,0.2597278999999978
3505,Homo sapiens|1.1.1.27|pyruvate,-1.885207207414375,-4.0747372,-1.857195,0.32503516999999704
3506,Homo sapiens|1.1.1.284|NAD+,-4.211429043749999,-5.3958816,-4.2340800000000005,-2.864139900000001
3507,Homo sapiens|1.1.1.284|NADH,-5.148290046874999,-6.4947623000000005,-5.169445,-3.5367557000000005
3508,Homo sapiens|1.1.1.284|S-nitrosoglutathione,-4.1128240781250005,-4.9314344,-4.122015,-3.2211416000000046
3509,Homo sapiens|1.1.1.284|formaldehyde,-4.455033621875,-5.7791793,-4.4874600000000004,-2.786532700000002
3510,Homo sapiens|1.1.1.284|glutathione,-4.637514071875,-6.4153886,-4.66369,-2.636535300000004
3511,Homo sapiens|1.1.1.30|(R)-3-hydroxybutanoate,1.1884477076021875,-1.2940733,1.23081,3.107695899999998
3512,Homo sapiens|1.1.1.30|NAD+,-1.3359135828000002,-3.4976023,-1.302255,0.7832780699999881
3513,Homo sapiens|1.1.1.300|11-cis-retinal,-6.434266602,-9.86941,-6.705575,-1.1975440000000024
3514,Homo sapiens|1.1.1.300|11-cis-retinol,-4.59318308115625,-7.109113499999999,-4.773944999999999,-0.9622680900000088
3515,Homo sapiens|1.1.1.300|9-cis-retinol,-5.212913515312501,-7.3674111,-5.392060000000001,-1.972137000000008
3516,Homo sapiens|1.1.1.300|NAD+,-0.9857118025468751,-5.4365753,-0.87559,2.4931323999999986
3517,Homo sapiens|1.1.1.300|NADP+,-5.329996052187499,-7.3141608,-5.58736,-1.9526551000000076
3518,Homo sapiens|1.1.1.300|NADPH,-3.8474301853125,-6.741289,-3.740125,-1.236417000000002
3519,Homo sapiens|1.1.1.300|all-trans-retinal,-1.7999148542249999,-5.2703883000000005,-1.616695,-0.12528540000000113
